Wilayah;Tahun;Perkotaan_Perdesaan;Kondisi;Status;total_WERT
Pangandaran;2020;Perdesaan;Berwarna;Ya;136,5936432
Purwakarta;2020;Perdesaan;Berwarna;Ya;5013,129425
Subang;2020;Perdesaan;Berwarna;Ya;3397,61734
Sukabumi;2020;Perdesaan;Berwarna;Ya;3282,205292
Sumedang;2020;Perdesaan;Berwarna;Ya;428,1852112
Kota Banjar;2020;Perdesaan;Keruh;Ya;232,2782002
Kuningan;2020;Perdesaan;Keruh;Ya;4750,627075
Majalengka;2020;Perdesaan;Keruh;Ya;1614,93428
Pangandaran;2020;Perdesaan;Keruh;Ya;216,4511185
Purwakarta;2020;Perdesaan;Keruh;Ya;11615,80937
Subang;2020;Perdesaan;Keruh;Ya;3632,176727
Sukabumi;2020;Perdesaan;Keruh;Ya;11866,13406
Sumedang;2020;Perdesaan;Keruh;Ya;2621,558578
Tasikmalaya;2020;Perdesaan;Keruh;Ya;2236,673431
Majalengka;2021;Perdesaan;Berasa;Ya;834,4218597
Pangandaran;2021;Perdesaan;Berasa;Ya;3258,509102
Purwakarta;2021;Perdesaan;Berasa;Ya;126,9210968
Subang;2021;Perdesaan;Berasa;Ya;615,2133942
Sukabumi;2021;Perdesaan;Berasa;Ya;2945,736115
Sumedang;2021;Perdesaan;Berasa;Ya;358,7108154
Tasikmalaya;2021;Perdesaan;Berasa;Ya;1164,222961
Kota Tasikmalaya;2021;Perdesaan;Berbau;Ya;90,90049744
Kuningan;2021;Perdesaan;Berbau;Ya;1188,961227
Majalengka;2021;Perdesaan;Berbau;Ya;1091,884109
Pangandaran;2021;Perdesaan;Berbau;Ya;76,64455414
Purwakarta;2021;Perdesaan;Berbau;Ya;126,9210968
Subang;2021;Perdesaan;Berbau;Ya;828,8943939
Sukabumi;2021;Perdesaan;Berbau;Ya;3090,447205
Majalengka;2021;Perdesaan;Berbusa;Ya;246,4304962
Subang;2021;Perdesaan;Berbusa;Ya;208,2931061
Sukabumi;2021;Perdesaan;Berbusa;Ya;415,4058533
Sumedang;2021;Perdesaan;Berbusa;Ya;280,6697998
Kuningan;2021;Perdesaan;Berwarna;Ya;641,9540405
Majalengka;2021;Perdesaan;Berwarna;Ya;3171,571823
Purwakarta;2021;Perdesaan;Berwarna;Ya;2972,424683
Subang;2021;Perdesaan;Berwarna;Ya;669,3846588
Sukabumi;2021;Perdesaan;Berwarna;Ya;7442,173309
Sumedang;2021;Perdesaan;Berwarna;Ya;578,0467377
Tasikmalaya;2021;Perdesaan;Berwarna;Ya;1887,293823
Kota Tasikmalaya;2021;Perdesaan;Keruh;Ya;53,16461563
Kuningan;2021;Perdesaan;Keruh;Ya;975,6043243
Majalengka;2021;Perdesaan;Keruh;Ya;4584,942223
Pangandaran;2021;Perdesaan;Keruh;Ya;211,0659637
Purwakarta;2021;Perdesaan;Keruh;Ya;1634,564789
Subang;2021;Perdesaan;Keruh;Ya;3160,030502
Sukabumi;2021;Perdesaan;Keruh;Ya;2322,985229
Sumedang;2021;Perdesaan;Keruh;Ya;1568,478455
Tasikmalaya;2021;Perdesaan;Keruh;Ya;1445,366882
Kota Tasikmalaya;2022;Perdesaan;Berasa;Ya;72,26597821
Kuningan;2022;Perdesaan;Berasa;Ya;259,7930413
Majalengka;2022;Perdesaan;Berasa;Ya;419,8046545
Pangandaran;2022;Perdesaan;Berasa;Ya;2316,479502
Purwakarta;2022;Perdesaan;Berasa;Ya;4382,057925
Subang;2022;Perdesaan;Berasa;Ya;10329,80548
Sukabumi;2022;Perdesaan;Berasa;Ya;1953,465395
Sumedang;2022;Perdesaan;Berasa;Ya;668,3826456
Tasikmalaya;2022;Perdesaan;Berasa;Ya;273,9963257
Kuningan;2022;Perdesaan;Berbau;Ya;967,5466598
Pangandaran;2022;Perdesaan;Berbau;Ya;120,9611639
Purwakarta;2022;Perdesaan;Berbau;Ya;536,4222994
Subang;2022;Perdesaan;Berbau;Ya;5560,977976
Sukabumi;2022;Perdesaan;Berbau;Ya;1715,333186
Sumedang;2022;Perdesaan;Berbau;Ya;603,0533871
Tasikmalaya;2022;Perdesaan;Berbau;Ya;2443,304809
Kuningan;2022;Perdesaan;Berbusa;Ya;197,7826568
Subang;2022;Perdesaan;Berbusa;Ya;1362,973629
Sukabumi;2022;Perdesaan;Berbusa;Ya;1715,333186
Sumedang;2022;Perdesaan;Berbusa;Ya;216,3408956
Kota Tasikmalaya;2022;Perdesaan;Berwarna;Ya;72,26597821
Kuningan;2022;Perdesaan;Berwarna;Ya;788,1730978
Majalengka;2022;Perdesaan;Berwarna;Ya;494,0173626
Pangandaran;2022;Perdesaan;Berwarna;Ya;241,4075219
Purwakarta;2022;Perdesaan;Berwarna;Ya;529,2686969
Subang;2022;Perdesaan;Berwarna;Ya;2412,513518
Sukabumi;2022;Perdesaan;Berwarna;Ya;3685,69367
Sumedang;2022;Perdesaan;Berwarna;Ya;949,4493192
Tasikmalaya;2022;Perdesaan;Berwarna;Ya;3271,228773
Kota Banjar;2022;Perdesaan;Keruh;Ya;859,3234559
Kota Tasikmalaya;2022;Perdesaan;Keruh;Ya;72,26597821
Kuningan;2022;Perdesaan;Keruh;Ya;1378,70883
Majalengka;2022;Perdesaan;Keruh;Ya;311,970914
Pangandaran;2022;Perdesaan;Keruh;Ya;549,5446642
Purwakarta;2022;Perdesaan;Keruh;Ya;1728,11847
Subang;2022;Perdesaan;Keruh;Ya;7275,009338
Sukabumi;2022;Perdesaan;Keruh;Ya;5550,823631
Sumedang;2022;Perdesaan;Keruh;Ya;4873,420907
Tasikmalaya;2022;Perdesaan;Keruh;Ya;13274,93657
Kuningan;2023;Perdesaan;Berasa;Ya;2029,810434
Majalengka;2023;Perdesaan;Berasa;Ya;503,2250437
Pangandaran;2023;Perdesaan;Berasa;Ya;693,4719839
Subang;2023;Perdesaan;Berasa;Ya;2231,052701
Sukabumi;2023;Perdesaan;Berasa;Ya;2463,739651
Tasikmalaya;2023;Perdesaan;Berasa;Ya;490,9866658
Kuningan;2023;Perdesaan;Berbau;Ya;1958,873698
Majalengka;2023;Perdesaan;Berbau;Ya;1190,060285
Pangandaran;2023;Perdesaan;Berbau;Ya;143,0410039
Purwakarta;2023;Perdesaan;Berbau;Ya;583,4044017
Subang;2023;Perdesaan;Berbau;Ya;503,5336624
Sukabumi;2023;Perdesaan;Berbau;Ya;682,1794532
Tasikmalaya;2023;Perdesaan;Berbau;Ya;1114,761619
Kuningan;2023;Perdesaan;Berbusa;Ya;1958,873698
Majalengka;2023;Perdesaan;Berbusa;Ya;503,2250437
Pangandaran;2023;Perdesaan;Berbusa;Ya;425,1460156
Subang;2023;Perdesaan;Berbusa;Ya;503,5336624
Kuningan;2023;Perdesaan;Berwarna;Ya;1697,460609
Majalengka;2023;Perdesaan;Berwarna;Ya;832,141514
Pangandaran;2023;Perdesaan;Berwarna;Ya;143,0410039
Purwakarta;2023;Perdesaan;Berwarna;Ya;941,2011402
Subang;2023;Perdesaan;Berwarna;Ya;980,7479329
Sukabumi;2023;Perdesaan;Berwarna;Ya;1234,679978
Tasikmalaya;2023;Perdesaan;Berwarna;Ya;1060,635759
Kota Banjar;2023;Perdesaan;Keruh;Ya;212,2179036
Kuningan;2023;Perdesaan;Keruh;Ya;2329,75983
Majalengka;2023;Perdesaan;Keruh;Ya;1402,147997
Pangandaran;2023;Perdesaan;Keruh;Ya;143,0410039
Purwakarta;2023;Perdesaan;Keruh;Ya;1319,570664
Subang;2023;Perdesaan;Keruh;Ya;2206,79674
Sukabumi;2023;Perdesaan;Keruh;Ya;6589,557268
Sumedang;2023;Perdesaan;Keruh;Ya;1047,438284
Tasikmalaya;2023;Perdesaan;Keruh;Ya;276,4063987
Jawa Barat;2019;Perkotaan;Berasa;Tidak;13599743,55
Kota Bekasi;2019;Perkotaan;Berasa;Tidak;807266,2959
Kota Bogor;2019;Perkotaan;Berasa;Tidak;295649,3666
Kota Cimahi;2019;Perkotaan;Berasa;Tidak;173772,6106
Kota Cirebon;2019;Perkotaan;Berasa;Tidak;94223,88992
Kota Depok;2019;Perkotaan;Berasa;Tidak;617792,3588
Kota Sukabumi;2019;Perkotaan;Berasa;Tidak;92900,01323
Kota Tasikmalaya;2019;Perkotaan;Berasa;Tidak;176839,8265
Kuningan;2019;Perkotaan;Berasa;Tidak;156347,0409
Majalengka;2019;Perkotaan;Berasa;Tidak;208302,1028
Pangandaran;2019;Perkotaan;Berasa;Tidak;48476,29453
Purwakarta;2019;Perkotaan;Berasa;Tidak;166453,9718
Subang;2019;Perkotaan;Berasa;Tidak;205777,0402
Sukabumi;2019;Perkotaan;Berasa;Tidak;375106,2917
Sumedang;2019;Perkotaan;Berasa;Tidak;193303,1657
Tasikmalaya;2019;Perkotaan;Berasa;Tidak;183929,6064
Jawa Barat;2019;Perkotaan;Berbau;Tidak;13605925,06
Kota Bekasi;2019;Perkotaan;Berbau;Tidak;798526,2568
Kota Bogor;2019;Perkotaan;Berbau;Tidak;298660,1808
Kota Cimahi;2019;Perkotaan;Berbau;Tidak;173283,5714
Kota Cirebon;2019;Perkotaan;Berbau;Tidak;94435,15257
Kota Depok;2019;Perkotaan;Berbau;Tidak;612832,572
Kota Sukabumi;2019;Perkotaan;Berbau;Tidak;90433,82504
Kota Tasikmalaya;2019;Perkotaan;Berbau;Tidak;175351,4487
Kuningan;2019;Perkotaan;Berbau;Tidak;153407,4786
Majalengka;2019;Perkotaan;Berbau;Tidak;208056,9701
Pangandaran;2019;Perkotaan;Berbau;Tidak;50221,8338
Purwakarta;2019;Perkotaan;Berbau;Tidak;168337,8395
Subang;2019;Perkotaan;Berbau;Tidak;205777,0402
Sukabumi;2019;Perkotaan;Berbau;Tidak;375609,9968
Sumedang;2019;Perkotaan;Berbau;Tidak;194015,8646
Tasikmalaya;2019;Perkotaan;Berbau;Tidak;182547,2001
Jawa Barat;2019;Perkotaan;Berbusa;Tidak;13735750,55
Kota Bekasi;2019;Perkotaan;Berbusa;Tidak;810106,2915
Kota Bogor;2019;Perkotaan;Berbusa;Tidak;300405,8251
Kota Cimahi;2019;Perkotaan;Berbusa;Tidak;173851,3225
Kota Cirebon;2019;Perkotaan;Berbusa;Tidak;94512,39341
Kota Depok;2019;Perkotaan;Berbusa;Tidak;625143,8125
Kota Sukabumi;2019;Perkotaan;Berbusa;Tidak;92900,01323
Kota Tasikmalaya;2019;Perkotaan;Berbusa;Tidak;176534,4726
Kuningan;2019;Perkotaan;Berbusa;Tidak;156501,1543
Majalengka;2019;Perkotaan;Berbusa;Tidak;209609,4083
Pangandaran;2019;Perkotaan;Berbusa;Tidak;50733,33212
Purwakarta;2019;Perkotaan;Berbusa;Tidak;169674,2054
Subang;2019;Perkotaan;Berbusa;Tidak;206150,1571
Sukabumi;2019;Perkotaan;Berbusa;Tidak;376322,9717
Sumedang;2019;Perkotaan;Berbusa;Tidak;194815,8382
Tasikmalaya;2019;Perkotaan;Berbusa;Tidak;183929,6064
Jawa Barat;2019;Perkotaan;Berwarna;Tidak;13602083,21
Kota Banjar;2019;Perkotaan;Berwarna;Tidak;44169,50675
Kota Bekasi;2019;Perkotaan;Berwarna;Tidak;805311,9939
Kota Bogor;2019;Perkotaan;Berwarna;Tidak;300219,5514
Kota Cimahi;2019;Perkotaan;Berwarna;Tidak;171776,1444
Kota Cirebon;2019;Perkotaan;Berwarna;Tidak;94512,39341
Kota Depok;2019;Perkotaan;Berwarna;Tidak;613969,3935
Kota Sukabumi;2019;Perkotaan;Berwarna;Tidak;91121,52207
Kota Tasikmalaya;2019;Perkotaan;Berwarna;Tidak;175602,5051
Kuningan;2019;Perkotaan;Berwarna;Tidak;153850,8264
Majalengka;2019;Perkotaan;Berwarna;Tidak;206475,0335
Pangandaran;2019;Perkotaan;Berwarna;Tidak;50271,47526
Purwakarta;2019;Perkotaan;Berwarna;Tidak;165492,9394
Subang;2019;Perkotaan;Berwarna;Tidak;206150,1571
Sukabumi;2019;Perkotaan;Berwarna;Tidak;373725,8334
Sumedang;2019;Perkotaan;Berwarna;Tidak;194082,8052
Tasikmalaya;2019;Perkotaan;Berwarna;Tidak;183929,6064
Jawa Barat;2019;Perkotaan;Keruh;Tidak;13503307,34
Kota Banjar;2019;Perkotaan;Keruh;Tidak;43763,96641
Kota Bekasi;2019;Perkotaan;Keruh;Tidak;796376,8985
Kota Bogor;2019;Perkotaan;Keruh;Tidak;297206,0091
Kota Cimahi;2019;Perkotaan;Keruh;Tidak;172493,7365
Kota Cirebon;2019;Perkotaan;Keruh;Tidak;94512,39341
Kota Depok;2019;Perkotaan;Keruh;Tidak;611253,9069
Kota Sukabumi;2019;Perkotaan;Keruh;Tidak;92024,60208
Kota Tasikmalaya;2019;Perkotaan;Keruh;Tidak;172546,9011
Kuningan;2019;Perkotaan;Keruh;Tidak;148680,5485
Majalengka;2019;Perkotaan;Keruh;Tidak;205793,2687
Pangandaran;2019;Perkotaan;Keruh;Tidak;49994,4653
Purwakarta;2019;Perkotaan;Keruh;Tidak;162719,7486
Subang;2019;Perkotaan;Keruh;Tidak;202558,0725
Sukabumi;2019;Perkotaan;Keruh;Tidak;373971,6384
Sumedang;2019;Perkotaan;Keruh;Tidak;194475,2316
Tasikmalaya;2019;Perkotaan;Keruh;Tidak;183929,6064
Jawa Barat;2020;Perkotaan;Berasa;Tidak;13818451,16
Kota Bekasi;2020;Perkotaan;Berasa;Tidak;811869,9577
Kota Bogor;2020;Perkotaan;Berasa;Tidak;297561,6825
Kota Cimahi;2020;Perkotaan;Berasa;Tidak;176313,7829
Kota Cirebon;2020;Perkotaan;Berasa;Tidak;93003,05904
Kota Depok;2020;Perkotaan;Berasa;Tidak;655679,8796
Kota Sukabumi;2020;Perkotaan;Berasa;Tidak;89143,71464
Kota Tasikmalaya;2020;Perkotaan;Berasa;Tidak;180764,0553
Kuningan;2020;Perkotaan;Berasa;Tidak;160619,8564
Majalengka;2020;Perkotaan;Berasa;Tidak;206708,1053
Pangandaran;2020;Perkotaan;Berasa;Tidak;50691,80151
Purwakarta;2020;Perkotaan;Berasa;Tidak;164960,9439
Subang;2020;Perkotaan;Berasa;Tidak;205743,1746
Sukabumi;2020;Perkotaan;Berasa;Tidak;357322,9518
Sumedang;2020;Perkotaan;Berasa;Tidak;188018,1299
Tasikmalaya;2020;Perkotaan;Berasa;Tidak;181120,6707
Jawa Barat;2020;Perkotaan;Berbau;Tidak;13845512,85
Kota Bekasi;2020;Perkotaan;Berbau;Tidak;815649,8829
Kota Bogor;2020;Perkotaan;Berbau;Tidak;300145,1652
Kota Cimahi;2020;Perkotaan;Berbau;Tidak;175177,7131
Kota Cirebon;2020;Perkotaan;Berbau;Tidak;92349,20976
Kota Depok;2020;Perkotaan;Berbau;Tidak;659479,5389
Kota Sukabumi;2020;Perkotaan;Berbau;Tidak;88662,48208
Kota Tasikmalaya;2020;Perkotaan;Berbau;Tidak;180356,1494
Kuningan;2020;Perkotaan;Berbau;Tidak;158617,296
Majalengka;2020;Perkotaan;Berbau;Tidak;203452,8414
Pangandaran;2020;Perkotaan;Berbau;Tidak;51542,62811
Purwakarta;2020;Perkotaan;Berbau;Tidak;170403,4313
Subang;2020;Perkotaan;Berbau;Tidak;203120,8632
Sukabumi;2020;Perkotaan;Berbau;Tidak;355811,9493
Sumedang;2020;Perkotaan;Berbau;Tidak;187768,4496
Tasikmalaya;2020;Perkotaan;Berbau;Tidak;179322,6773
Jawa Barat;2020;Perkotaan;Berbusa;Tidak;13949542,21
Kota Bekasi;2020;Perkotaan;Berbusa;Tidak;821564,3893
Kota Bogor;2020;Perkotaan;Berbusa;Tidak;302956,4257
Kota Cimahi;2020;Perkotaan;Berbusa;Tidak;176404,6454
Kota Cirebon;2020;Perkotaan;Berbusa;Tidak;93118,97502
Kota Depok;2020;Perkotaan;Berbusa;Tidak;667186,177
Kota Sukabumi;2020;Perkotaan;Berbusa;Tidak;90572,56136
Kota Tasikmalaya;2020;Perkotaan;Berbusa;Tidak;180979,4971
Kuningan;2020;Perkotaan;Berbusa;Tidak;161231,1072
Majalengka;2020;Perkotaan;Berbusa;Tidak;205719,4503
Pangandaran;2020;Perkotaan;Berbusa;Tidak;51542,62811
Purwakarta;2020;Perkotaan;Berbusa;Tidak;171352,1194
Subang;2020;Perkotaan;Berbusa;Tidak;206387,0067
Sukabumi;2020;Perkotaan;Berbusa;Tidak;357322,9518
Sumedang;2020;Perkotaan;Berbusa;Tidak;188018,1299
Tasikmalaya;2020;Perkotaan;Berbusa;Tidak;180211,0258
Jawa Barat;2020;Perkotaan;Berwarna;Tidak;13821442,9
Kota Banjar;2020;Perkotaan;Berwarna;Tidak;43871,31518
Kota Bekasi;2020;Perkotaan;Berwarna;Tidak;815379,7041
Kota Bogor;2020;Perkotaan;Berwarna;Tidak;299819,0571
Kota Cimahi;2020;Perkotaan;Berwarna;Tidak;175549,4126
Kota Cirebon;2020;Perkotaan;Berwarna;Tidak;92427,02573
Kota Depok;2020;Perkotaan;Berwarna;Tidak;664099,3345
Kota Sukabumi;2020;Perkotaan;Berwarna;Tidak;88468,16161
Kota Tasikmalaya;2020;Perkotaan;Berwarna;Tidak;179910,8805
Kuningan;2020;Perkotaan;Berwarna;Tidak;156085,6924
Majalengka;2020;Perkotaan;Berwarna;Tidak;205160,3167
Pangandaran;2020;Perkotaan;Berwarna;Tidak;51542,62811
Purwakarta;2020;Perkotaan;Berwarna;Tidak;171352,1194
Subang;2020;Perkotaan;Berwarna;Tidak;204448,9433
Sukabumi;2020;Perkotaan;Berwarna;Tidak;355811,9493
Sumedang;2020;Perkotaan;Berwarna;Tidak;187768,4496
Tasikmalaya;2020;Perkotaan;Berwarna;Tidak;180211,0258
Jawa Barat;2020;Perkotaan;Keruh;Tidak;13706713,47
Kota Banjar;2020;Perkotaan;Keruh;Tidak;43446,33074
Kota Bekasi;2020;Perkotaan;Keruh;Tidak;808532,1461
Kota Bogor;2020;Perkotaan;Keruh;Tidak;298779,6634
Kota Cimahi;2020;Perkotaan;Keruh;Tidak;174790,1279
Kota Cirebon;2020;Perkotaan;Keruh;Tidak;92917,13817
Kota Depok;2020;Perkotaan;Keruh;Tidak;663300,4266
Kota Sukabumi;2020;Perkotaan;Keruh;Tidak;88340,52924
Kota Tasikmalaya;2020;Perkotaan;Keruh;Tidak;179275,1532
Kuningan;2020;Perkotaan;Keruh;Tidak;154936,9888
Majalengka;2020;Perkotaan;Keruh;Tidak;202690,1513
Pangandaran;2020;Perkotaan;Keruh;Tidak;51500,41996
Purwakarta;2020;Perkotaan;Keruh;Tidak;169922,5427
Subang;2020;Perkotaan;Keruh;Tidak;203846,6226
Sukabumi;2020;Perkotaan;Keruh;Tidak;352288,957
Sumedang;2020;Perkotaan;Keruh;Tidak;187467,8985
Tasikmalaya;2020;Perkotaan;Keruh;Tidak;178316,4924
Jawa Barat;2021;Perkotaan;Berasa;Tidak;14417851,89
Kota Bekasi;2021;Perkotaan;Berasa;Tidak;859853,2485
Kota Bogor;2021;Perkotaan;Berasa;Tidak;297056,0144
Kota Cimahi;2021;Perkotaan;Berasa;Tidak;178215,6449
Kota Cirebon;2021;Perkotaan;Berasa;Tidak;93663,2324
Kota Depok;2021;Perkotaan;Berasa;Tidak;673744,2201
Kota Sukabumi;2021;Perkotaan;Berasa;Tidak;94836,62459
Kota Tasikmalaya;2021;Perkotaan;Berasa;Tidak;194512,7022
Kuningan;2021;Perkotaan;Berasa;Tidak;179546,6275
Majalengka;2021;Perkotaan;Berasa;Tidak;213618,2512
Pangandaran;2021;Perkotaan;Berasa;Tidak;48722,10276
Purwakarta;2021;Perkotaan;Berasa;Tidak;180353,0682
Subang;2021;Perkotaan;Berasa;Tidak;214459,492
Sukabumi;2021;Perkotaan;Berasa;Tidak;398504,8893
Sumedang;2021;Perkotaan;Berasa;Tidak;203673,7122
Tasikmalaya;2021;Perkotaan;Berasa;Tidak;206178,638
Jawa Barat;2021;Perkotaan;Berbau;Tidak;14461217,06
Kota Bekasi;2021;Perkotaan;Berbau;Tidak;857354,4248
Kota Bogor;2021;Perkotaan;Berbau;Tidak;303170,5671
Kota Cimahi;2021;Perkotaan;Berbau;Tidak;177325,1282
Kota Cirebon;2021;Perkotaan;Berbau;Tidak;93531,40512
Kota Depok;2021;Perkotaan;Berbau;Tidak;671606,1686
Kota Sukabumi;2021;Perkotaan;Berbau;Tidak;93039,0539
Kota Tasikmalaya;2021;Perkotaan;Berbau;Tidak;191491,5497
Kuningan;2021;Perkotaan;Berbau;Tidak;185103,2362
Majalengka;2021;Perkotaan;Berbau;Tidak;213806,1688
Pangandaran;2021;Perkotaan;Berbau;Tidak;52260,84397
Purwakarta;2021;Perkotaan;Berbau;Tidak;181938,4289
Subang;2021;Perkotaan;Berbau;Tidak;213897,0265
Sukabumi;2021;Perkotaan;Berbau;Tidak;396299,5393
Sumedang;2021;Perkotaan;Berbau;Tidak;203673,7122
Tasikmalaya;2021;Perkotaan;Berbau;Tidak;205576,2852
Jawa Barat;2021;Perkotaan;Berbusa;Tidak;14556275,05
Kota Bekasi;2021;Perkotaan;Berbusa;Tidak;860382,1836
Kota Bogor;2021;Perkotaan;Berbusa;Tidak;304862,6501
Kota Cimahi;2021;Perkotaan;Berbusa;Tidak;178566,2292
Kota Cirebon;2021;Perkotaan;Berbusa;Tidak;93856,73009
Kota Depok;2021;Perkotaan;Berbusa;Tidak;686425,7681
Kota Sukabumi;2021;Perkotaan;Berbusa;Tidak;95094,34106
Kota Tasikmalaya;2021;Perkotaan;Berbusa;Tidak;194230,9403
Kuningan;2021;Perkotaan;Berbusa;Tidak;185355,2251
Majalengka;2021;Perkotaan;Berbusa;Tidak;214253,0911
Pangandaran;2021;Perkotaan;Berbusa;Tidak;52874,65078
Purwakarta;2021;Perkotaan;Berbusa;Tidak;182676,1613
Subang;2021;Perkotaan;Berbusa;Tidak;215498,0525
Sukabumi;2021;Perkotaan;Berbusa;Tidak;399093,1018
Sumedang;2021;Perkotaan;Berbusa;Tidak;203673,7122
Tasikmalaya;2021;Perkotaan;Berbusa;Tidak;206178,638
Jawa Barat;2021;Perkotaan;Berwarna;Tidak;14444815,48
Kota Banjar;2021;Perkotaan;Berwarna;Tidak;48067,85255
Kota Bekasi;2021;Perkotaan;Berwarna;Tidak;859443,6312
Kota Bogor;2021;Perkotaan;Berwarna;Tidak;304351,7105
Kota Cimahi;2021;Perkotaan;Berwarna;Tidak;177504,7338
Kota Cirebon;2021;Perkotaan;Berwarna;Tidak;93746,91136
Kota Depok;2021;Perkotaan;Berwarna;Tidak;678397,6671
Kota Sukabumi;2021;Perkotaan;Berwarna;Tidak;93481,06578
Kota Tasikmalaya;2021;Perkotaan;Berwarna;Tidak;192635,9797
Kuningan;2021;Perkotaan;Berwarna;Tidak;184891,3565
Majalengka;2021;Perkotaan;Berwarna;Tidak;211606,0061
Pangandaran;2021;Perkotaan;Berwarna;Tidak;52544,58352
Purwakarta;2021;Perkotaan;Berwarna;Tidak;181243,4447
Subang;2021;Perkotaan;Berwarna;Tidak;215498,0525
Sukabumi;2021;Perkotaan;Berwarna;Tidak;396123,3369
Sumedang;2021;Perkotaan;Berwarna;Tidak;203673,7122
Tasikmalaya;2021;Perkotaan;Berwarna;Tidak;205706,6706
Jawa Barat;2021;Perkotaan;Keruh;Tidak;14369552,3
Kota Banjar;2021;Perkotaan;Keruh;Tidak;47880,85088
Kota Bekasi;2021;Perkotaan;Keruh;Tidak;855263,0615
Kota Bogor;2021;Perkotaan;Keruh;Tidak;301351,958
Kota Cimahi;2021;Perkotaan;Keruh;Tidak;177274,3076
Kota Cirebon;2021;Perkotaan;Keruh;Tidak;93435,20621
Kota Depok;2021;Perkotaan;Keruh;Tidak;672129,1665
Kota Sukabumi;2021;Perkotaan;Keruh;Tidak;91822,46304
Kota Tasikmalaya;2021;Perkotaan;Keruh;Tidak;192123,6593
Kuningan;2021;Perkotaan;Keruh;Tidak;184298,9008
Majalengka;2021;Perkotaan;Keruh;Tidak;206867,7062
Pangandaran;2021;Perkotaan;Keruh;Tidak;52327,35121
Purwakarta;2021;Perkotaan;Keruh;Tidak;181385,1118
Subang;2021;Perkotaan;Keruh;Tidak;213530,705
Sukabumi;2021;Perkotaan;Keruh;Tidak;395476,1071
Sumedang;2021;Perkotaan;Keruh;Tidak;202923,1162
Tasikmalaya;2021;Perkotaan;Keruh;Tidak;206178,638
Jawa Barat;2022;Perkotaan;Berasa;Tidak;13966478,7
Kota Bekasi;2022;Perkotaan;Berasa;Tidak;812606,0025
Kota Bogor;2022;Perkotaan;Berasa;Tidak;311420,3599
Kota Cimahi;2022;Perkotaan;Berasa;Tidak;172836,2595
Kota Cirebon;2022;Perkotaan;Berasa;Tidak;90053,571
Kota Depok;2022;Perkotaan;Berasa;Tidak;655441,8697
Kota Sukabumi;2022;Perkotaan;Berasa;Tidak;88304,45787
Kota Tasikmalaya;2022;Perkotaan;Berasa;Tidak;185958,5629
Kuningan;2022;Perkotaan;Berasa;Tidak;170623,1804
Majalengka;2022;Perkotaan;Berasa;Tidak;209272,1442
Pangandaran;2022;Perkotaan;Berasa;Tidak;51111,57087
Purwakarta;2022;Perkotaan;Berasa;Tidak;177538,655
Subang;2022;Perkotaan;Berasa;Tidak;219100,0112
Sukabumi;2022;Perkotaan;Berasa;Tidak;392241,6717
Sumedang;2022;Perkotaan;Berasa;Tidak;192002,5664
Tasikmalaya;2022;Perkotaan;Berasa;Tidak;209562,1661
Jawa Barat;2022;Perkotaan;Berbau;Tidak;13970081,04
Kota Bekasi;2022;Perkotaan;Berbau;Tidak;818748,0064
Kota Bogor;2022;Perkotaan;Berbau;Tidak;310994,7445
Kota Cimahi;2022;Perkotaan;Berbau;Tidak;172620,2674
Kota Cirebon;2022;Perkotaan;Berbau;Tidak;89816,53058
Kota Depok;2022;Perkotaan;Berbau;Tidak;652938,7742
Kota Sukabumi;2022;Perkotaan;Berbau;Tidak;87185,44721
Kota Tasikmalaya;2022;Perkotaan;Berbau;Tidak;182451,7842
Kuningan;2022;Perkotaan;Berbau;Tidak;170702,2857
Majalengka;2022;Perkotaan;Berbau;Tidak;208641,267
Pangandaran;2022;Perkotaan;Berbau;Tidak;51499,77358
Purwakarta;2022;Perkotaan;Berbau;Tidak;175548,0126
Subang;2022;Perkotaan;Berbau;Tidak;217531,4407
Sukabumi;2022;Perkotaan;Berbau;Tidak;395980,0433
Sumedang;2022;Perkotaan;Berbau;Tidak;191790,2797
Tasikmalaya;2022;Perkotaan;Berbau;Tidak;207219,1968
Jawa Barat;2022;Perkotaan;Berbusa;Tidak;14107042,12
Kota Bekasi;2022;Perkotaan;Berbusa;Tidak;847034,8554
Kota Bogor;2022;Perkotaan;Berbusa;Tidak;312133,8276
Kota Cimahi;2022;Perkotaan;Berbusa;Tidak;173045,3262
Kota Cirebon;2022;Perkotaan;Berbusa;Tidak;90206,12065
Kota Depok;2022;Perkotaan;Berbusa;Tidak;663329,6944
Kota Sukabumi;2022;Perkotaan;Berbusa;Tidak;88507,86656
Kota Tasikmalaya;2022;Perkotaan;Berbusa;Tidak;186301,5907
Kuningan;2022;Perkotaan;Berbusa;Tidak;170702,2857
Majalengka;2022;Perkotaan;Berbusa;Tidak;209039,6721
Pangandaran;2022;Perkotaan;Berbusa;Tidak;52359,62441
Purwakarta;2022;Perkotaan;Berbusa;Tidak;178157,3023
Subang;2022;Perkotaan;Berbusa;Tidak;224994,4704
Sukabumi;2022;Perkotaan;Berbusa;Tidak;395980,0433
Sumedang;2022;Perkotaan;Berbusa;Tidak;191882,9742
Tasikmalaya;2022;Perkotaan;Berbusa;Tidak;209562,1661
Jawa Barat;2022;Perkotaan;Berwarna;Tidak;13968401,94
Kota Banjar;2022;Perkotaan;Berwarna;Tidak;42360,88308
